@relation NSP
@attribute 'a' numeric
@attribute 'b' numeric
@attribute 'c' numeric
@attribute 'd' numeric
@attribute 'e' numeric
@attribute 'f' numeric

@attribute 'class' { 1,2,3,4,5,6,7,8,9,10,11,12,13,14,15}
@data
97,24,60.3213225,25.1435308,0.00102711,0.00038338,11
97,30,60.3613485,24.8300076,0.00038338,0.31049156,1
97,37,60.2324749,24.9722249,0.00400066,0.00118446,12
97,41,60.3424914,25.246303,0.11539078,0.00046062,2
97,47,60.231226,24.4532002,0.00122643,0.00418854,8
97.7787265697,32,60.2687691102,24.762233944,0.0011549,0.10888577,7
98,21,60.2540954,24.7920673,0.1112566,0.00396824,7
98,24,60.3213225,25.1435308,0.00102711,0.00038338,11
98,30,60.3613485,24.8300076,0.00038338,0.31049156,1
98,49,60.2864558,24.6896963,0.02894211,0.1327095,12
98,7,60.2499937,24.3673468,0.1112566,0.00395679,9
98,12,60.3274507,24.9473634,0.00404358,0.00376034,11
98,13,60.2335752,24.6205545,0.00117111,0.00423145,7
98,37,60.2324749,24.9722249,0.00400066,0.00118446,12
98,41,60.3424914,25.246303,0.1112566,0.00046062,2
98,47,60.231226,24.4532002,0.00122643,0.00418854,8
98.512267247,28,60.4330428099,24.9887150674,0.00056744,0.54309273,11
98.7577672511,38,60.2610439095,24.8770722096,0.0011549,0.48920441,10
99,37,60.2324749,24.9722249,0.00400066,0.00118446,12
99,41,60.3424914,25.246303,0.10793209,0.00046062,2
99,47,60.231226,24.4532002,0.00122643,0.00418854,8
99,21,60.2540954,24.7920673,0.10793209,0.00396824,7
99,24,60.3213225,25.1435308,0.00102711,0.00038338,11
99,30,60.3613485,24.8300076,0.00038338,0.31049156,1
99,49,60.2864558,24.6896963,0.02894211,0.1327095,12
99,7,60.2499937,24.3673468,0.10793209,0.00395679,9
99,12,60.3274507,24.9473634,0.00404358,0.00376034,11
99,13,60.2335752,24.6205545,0.00117111,0.00423145,7
100,7,60.2499937,24.3673468,0.11683655,0.00395679,9
100,12,60.3274507,24.9473634,0.00404358,0.00376034,11
100,13,60.2335752,24.6205545,0.00117111,0.00423145,7
100,21,60.2540954,24.7920673,0.11683655,0.00396824,7
100,24,60.3213225,25.1435308,0.00102711,0.00038338,11
100,30,60.3613485,24.8300076,0.00038338,0.31049156,1
100,37,60.2324749,24.9722249,0.00400066,0.00118446,12
100,41,60.3424914,25.246303,0.11683655,0.00046062,2
100,47,60.231226,24.4532002,0.00122643,0.00418854,8
100,49,60.2864558,24.6896963,0.02894211,0.1327095,12
100.0093909058,31,60.2056895005,24.6847155045,0.00433445,0.00282097,10
100.7282165443,34,60.4425520522,24.698738557,0.0011549,0.75681019,11
100.8882418046,29,60.3698125741,25.0132278064,0.00102711,0.00059891,10
101,21,60.2540954,24.7920673,0.11709309,0.00396824,7
101,24,60.3213225,25.1435308,0.00102711,0.00038338,11
101,30,60.3613485,24.8300076,0.00038338,0.31049156,1
101,49,60.2864558,24.6896963,0.02894211,0.1327095,12
101,7,60.2499937,24.3673468,0.11709309,0.00395679,9
101,12,60.3274507,24.9473634,0.00404358,0.00376034,11
101,13,60.2335752,24.6205545,0.00117111,0.00423145,7
101,37,60.2324749,24.9722249,0.00400066,0.00118446,12
101,41,60.3424914,25.246303,0.11709309,0.00046062,2
101,47,60.231226,24.4532002,0.00122643,0.00418854,8
101.1200317234,46,60.2372138808,25.1135324876,0.00098991,0.00046062,5
101.2293787845,23,60.1444252653,24.5650156499,0.00199699,0.15868092,6
101.2778418421,43,60.2304979294,24.8472103644,0.00044727,0.34111404,1
101.4331623417,35,60.3066317233,25.2568452858,0.11277676,0.00133133,3
101.6270094836,22,60.2957101972,25.1500638711,0.01783085,0.05529022,7
101.8631790569,2,60.3643127522,24.4327582277,0.00199699,0.17327404,3
101.9059947676,10,60.2571062858,25.0824862858,0.00402164,0.00494385,9
101.9516615944,3,60.0929604531,24.4526369221,0.11277676,0.00527573,5
101.9689834189,33,60.3664097339,24.9626999171,0.11277676,0.09727955,2
102,37,60.2324749,24.9722249,0.00400066,0.00118446,12
102,41,60.3424914,25.246303,0.11277676,0.00046062,2
102,47,60.231226,24.4532002,0.00122643,0.00418854,8
102,7,60.2499937,24.3673468,0.11277676,0.00395679,9
102,12,60.3274507,24.9473634,0.00404358,0.00376034,11
102,13,60.2335752,24.6205545,0.00117111,0.00423145,7
102,49,60.2864558,24.6896963,0.02894211,0.1327095,12
102,21,60.2540954,24.7920673,0.11277676,0.00396824,7
102,24,60.3213225,25.1435308,0.00102711,0.00038338,11
102,30,60.3613485,24.8300076,0.00038338,0.31049156,1
102.9164314368,45,60.2563199754,24.7758350092,0.10727119,0.00617027,3
103,37,60.2324749,24.9722249,0.00400066,0.00118446,12
103,41,60.3424914,25.246303,0.10727119,0.00046062,2
103,47,60.231226,24.4532002,0.00122643,0.00418854,8
103,21,60.2540954,24.7920673,0.10727119,0.00396824,7
103,24,60.3213225,25.1435308,0.00102711,0.00038338,11
103,30,60.3613485,24.8300076,0.00038338,0.31049156,1
103,7,60.2499937,24.3673468,0.10727119,0.00395679,9
103,12,60.3274507,24.9473634,0.00404358,0.00376034,11
103,13,60.2335752,24.6205545,0.00117111,0.00423145,7
103,49,60.2864558,24.6896963,0.02894211,0.1327095,12
103.274614092,6,60.3564769923,24.6346432738,0.0007925,0.03594208,13
104,7,60.2499937,24.3673468,0.10958004,0.00395679,9
104,12,60.3274507,24.9473634,0.00404358,0.00376034,11
104,13,60.2335752,24.6205545,0.00117111,0.00423145,8
104,21,60.2540954,24.7920673,0.10958004,0.00396824,7
104,24,60.3213225,25.1435308,0.00102711,0.00038338,11
104,30,60.3613485,24.8300076,0.00038338,0.31049156,1
104,37,60.2324749,24.9722249,0.00400066,0.00118446,12
104,41,60.3424914,25.246303,0.10958004,0.00046062,2
104,47,60.231226,24.4532002,0.00122643,0.00418854,8
104,49,60.2864558,24.6896963,0.02894211,0.1327095,12
104,49,60.2864558,24.6896963,0.02894211,0.1327095,12
104.297308341,32,60.2686027778,24.7607116667,0.0011549,0.10888577,7
104.4079812661,20,60.1682285278,24.6606826625,0.12706947,0.56781006,11
105,7,60.2499937,24.3673468,0.11460781,0.00395679,9
105,12,60.3274507,24.9473634,0.00404358,0.00376034,11
105,13,60.2335752,24.6205545,0.00117111,0.00423145,8
105,21,60.2540954,24.7920673,0.11460781,0.00396824,7
105,24,60.3213225,25.1435308,0.00102711,0.00038338,11
105,30,60.3613485,24.8300076,0.00038338,0.31049156,1
105,49,60.2864558,24.6896963,0.02894211,0.1327095,12
105,37,60.2324749,24.9722249,0.00400066,0.00118446,12
105,41,60.3424914,25.246303,0.11460781,0.00046062,2
105,47,60.231226,24.4532002,0.00122643,0.00418854,8
105.7801149941,39,60.2452306603,24.3616523447,0.1015377,0.0054121,1
106,37,60.2324749,24.9722249,0.00400066,0.00118446,12
106,41,60.3424914,25.246303,0.1015377,0.00046062,2
106,47,60.231226,24.4532002,0.00122643,0.00418854,8
106,21,60.2540954,24.7920673,0.1015377,0.00396824,7
106,24,60.3213225,25.1435308,0.00102711,0.00038338,7
106,30,60.3613485,24.8300076,0.00038338,0.31049156,1
106,7,60.2499937,24.3673468,0.1015377,0.00395679,9
106,12,60.3274507,24.9473634,0.00404358,0.00376034,11
106,13,60.2335752,24.6205545,0.00117111,0.00423145,8
106,49,60.2864558,24.6896963,0.02894211,0.1327095,12
106.4931441271,29,60.3690975842,25.0121278219,0.00102711,0.00059891,10
106.5086329224,5,60.2163509817,24.6095218747,0.06208038,0.42705154,11
106.7249192194,50,60.2695464765,24.4757575165,0.0041008,0.00628281,7
106.8382747761,17,60.3156149478,24.4635262192,0.00053883,0.41123772,11
107,7,60.2499937,24.3673468,0.10811901,0.00395679,13
107,12,60.3274507,24.9473634,0.00404358,0.00376034,11
107,13,60.2335752,24.6205545,0.00117111,0.00423145,8
107,49,60.2864558,24.6896963,0.02894211,0.1327095,12
107,37,60.2324749,24.9722249,0.00400066,0.00118446,12
107,41,60.3424914,25.246303,0.10811901,0.00046062,2
107,47,60.231226,24.4532002,0.00122643,0.00418854,8
107,21,60.2540954,24.7920673,0.10811901,0.00396824,7
107,24,60.3213225,25.1435308,0.00102711,0.00038338,7
107,30,60.3613485,24.8300076,0.00038338,0.31049156,1
107.0492446741,3,60.0936462714,24.4514747116,0.10494995,0.00527573,5
107.570591794,42,60.3572028031,24.7361071374,0.10494995,0.00128555,9
107.7024209755,31,60.2059039226,24.686471061,0.00433445,0.00282097,1
108,21,60.2540954,24.7920673,0.10494995,0.00396824,7
108,24,60.3213225,25.1435308,0.00102711,0.00038338,7
108,30,60.3613485,24.8300076,0.00038338,0.31049156,1
108,37,60.2324749,24.9722249,0.00400066,0.00118446,12
108,41,60.3424914,25.246303,0.10494995,0.00046062,2
108,47,60.231226,24.4532002,0.00122643,0.00418854,8
108,49,60.2864558,24.6896963,0.02894211,0.1327095,12
108,7,60.2499937,24.3673468,0.10494995,0.00395679,13
108,12,60.3274507,24.9473634,0.00404358,0.00376034,11
108,13,60.2335752,24.6205545,0.00117111,0.00423145,8
108.1953731644,35,60.3069104372,25.2583243443,0.10841084,0.00133133,12
108.3634939717,28,60.4322978663,24.9897322125,0.00056744,0.54309273,1
108.4165466089,48,60.2328706068,25.1594997091,0.10841084,0.00441742,12
108.4835667901,16,60.3133221741,24.8946482914,0.03935814,0.53582478,1
109,7,60.2499937,24.3673468,0.10841084,0.00395679,13
109,12,60.3274507,24.9473634,0.00404358,0.00376034,11
109,13,60.2335752,24.6205545,0.00117111,0.00423145,8
109,37,60.2324749,24.9722249,0.00400066,0.00118446,12
109,41,60.3424914,25.246303,0.10841084,0.00046062,2
109,47,60.231226,24.4532002,0.00122643,0.00418854,8
109,21,60.2540954,24.7920673,0.10841084,0.00396824,7
109,24,60.3213225,25.1435308,0.00102711,0.00038338,7
109,30,60.3613485,24.8300076,0.00038338,0.31049156,1
109,49,60.2864558,24.6896963,0.02894211,0.1327095,12
109.1079076342,9,60.2394381016,24.7413926751,0.0040226,0.00423145,5
109.6651603499,23,60.1448908479,24.5665493233,0.00199699,0.15868092,6
109.8127513742,33,60.366812162,24.9643236157,0.10761261,0.09727955,2
110,37,60.2324749,24.9722249,0.00400066,0.00118446,12
110,41,60.3424914,25.246303,0.10761261,0.00046062,2
110,47,60.231226,24.4532002,0.00122643,0.00418854,8
110,21,60.2540954,24.7920673,0.10761261,0.00396824,7
110,24,60.3213225,25.1435308,0.00102711,0.00038338,7
110,30,60.3613485,24.8300076,0.00038338,0.31049156,1
110,49,60.2864558,24.6896963,0.02894211,0.1327095,12
110,7,60.2499937,24.3673468,0.10761261,0.00395679,13
110,12,60.3274507,24.9473634,0.00404358,0.00376034,11
110,13,60.2335752,24.6205545,0.00117111,0.00423145,8
110.6513722414,6,60.35665,24.6364206287,0.0007925,0.03594208,14
110.8158901123,32,60.267884065,24.7617816691,0.0011549,0.10888577,7
110.8234562107,25,60.2634760503,24.7312419379,0.04315948,0.48324871,1
110.947498973,19,60.2442017974,24.9711210896,0.07221699,0.27805233,12
111,7,60.2499937,24.3673468,0.10626411,0.00395679,13
111,12,60.3274507,24.9473634,0.00404358,0.00376034,11
111,13,60.2335752,24.6205545,0.00117111,0.00423145,8
111,21,60.2540954,24.7920673,0.10626411,0.00396824,7
111,24,60.3213225,25.1435308,0.00102711,0.00038338,7
111,30,60.3613485,24.8300076,0.00038338,0.31049156,1
111,37,60.2324749,24.9722249,0.00400066,0.00118446,12
111,41,60.3424914,25.246303,0.10626411,0.00046062,2
111,47,60.231226,24.4532002,0.00122643,0.00418854,8
111,49,60.2864558,24.6896963,0.02894211,0.1327095,12
111.1923976847,40,60.2179665729,24.44488,0.0193243,0.05584717,7
111.789710432,22,60.2951093427,25.1488042255,0.01783085,0.05529022,7
112,21,60.2540954,24.7920673,0.10759163,0.00396824,7
112,24,60.3213225,25.1435308,0.00102711,0.00038338,1
112,30,60.3613485,24.8300076,0.00038338,0.31049156,1
112,37,60.2324749,24.9722249,0.00400066,0.00118446,12
112,41,60.3424914,25.246303,0.10759163,0.00046062,2
112,47,60.231226,24.4532002,0.00122643,0.00418854,8
112,7,60.2499937,24.3673468,0.10759163,0.00395679,13
112,12,60.3274507,24.9473634,0.00404358,0.00376034,11
112,13,60.2335752,24.6205545,0.00117111,0.00423145,8
112,49,60.2864558,24.6896963,0.02894211,0.1327095,12
112,49,60.2864558,24.6896963,0.02894211,0.1327095,12
112.0980464496,29,60.368381944,25.0110300414,0.00102711,0.00059891,11
112.1468277539,3,60.0942958311,24.4502311464,0.10317802,0.00527573,5
113,7,60.2499937,24.3673468,0.10317802,0.00395679,13
113,12,60.3274507,24.9473634,0.00404358,0.00376034,11
113,13,60.2335752,24.6205545,0.00117111,0.00423145,8
113,49,60.2864558,24.6896963,0.02894211,0.1327095,12
113,37,60.2324749,24.9722249,0.00400066,0.00118446,12
113,41,60.3424914,25.246303,0.10317802,0.00046062,10
113,47,60.231226,24.4532002,0.00122643,0.00418854,3
113,21,60.2540954,24.7920673,0.10317802,0.00396824,7
113,24,60.3213225,25.1435308,0.00102711,0.00038338,1
113,30,60.3613485,24.8300076,0.00038338,0.31049156,1
113.8996159267,20,60.1690780373,24.6601282819,0.12706947,0.56781006,10
114,7,60.2499937,24.3673468,0.11102581,0.00395679,13
114,12,60.3274507,24.9473634,0.00404358,0.00376034,11
114,13,60.2335752,24.6205545,0.00117111,0.00423145,8
114,21,60.2540954,24.7920673,0.11102581,0.00396824,7
114,24,60.3213225,25.1435308,0.00102711,0.00038338,1
114,30,60.3613485,24.8300076,0.00038338,0.31049156,1
114,49,60.2864558,24.6896963,0.02894211,0.1327095,12
114,37,60.2324749,24.9722249,0.00400066,0.00118446,12
114,41,60.3424914,25.246303,0.11102581,0.00046062,1
114,47,60.231226,24.4532002,0.00122643,0.00418854,3
114.596076439,2,60.3645377704,24.4310021545,0.00199699,0.17327404,3
114.9575839872,35,60.306278298,25.2596037327,0.10849285,0.00133133,3
115,37,60.2324749,24.9722249,0.00400066,0.00118446,12
115,41,60.3424914,25.246303,0.10849285,0.00046062,10
115,47,60.231226,24.4532002,0.00122643,0.00418854,3
115,7,60.2499937,24.3673468,0.10849285,0.00395679,13
115,12,60.3274507,24.9473634,0.00404358,0.00376034,11
115,13,60.2335752,24.6205545,0.00117111,0.00423145,8
115,21,60.2540954,24.7920673,0.10849285,0.00396824,7
115,24,60.3213225,25.1435308,0.00102711,0.00038338,1
115,30,60.3613485,24.8300076,0.00038338,0.31049156,1
115,49,60.2864558,24.6896963,0.02894211,0.1327095,12
115.3954510452,31,60.2061447137,24.6882126186,0.00433445,0.00282097,1
115.5792912849,27,60.2097556392,24.9914262405,0.00065708,0.00134373,9
116,21,60.2540954,24.7920673,0.11541843,0.00396824,7
116,24,60.3213225,25.1435308,0.00102711,0.00038338,1
116,30,60.3613485,24.8300076,0.00038338,0.31049156,1
116,7,60.2499937,24.3673468,0.11541843,0.00395679,13
116,12,60.3274507,24.9473634,0.00404358,0.00376034,11
116,13,60.2335752,24.6205545,0.00117111,0.00423145,8
116,37,60.2324749,24.9722249,0.00400066,0.00118446,12
116,41,60.3424914,25.246303,0.11541843,0.00046062,10
116,47,60.231226,24.4532002,0.00122643,0.00418854,3
116,49,60.2864558,24.6896963,0.02894211,0.1327095,12
117,49,60.2864558,24.6896963,0.02894211,0.1327095,12
117,7,60.2499937,24.3673468,0.1085062,0.00395679,13
117,12,60.3274507,24.9473634,0.00404358,0.00376034,11
117,13,60.2335752,24.6205545,0.00117111,0.00423145,8
117,21,60.2540954,24.7920673,0.1085062,0.00396824,7
117,24,60.3213225,25.1435308,0.00102711,0.00038338,1
117,30,60.3613485,24.8300076,0.00038338,0.31049156,1
117,37,60.2324749,24.9722249,0.00400066,0.00118446,12
117,41,60.3424914,25.246303,0.1085062,0.00046062,10
117,47,60.231226,24.4532002,0.00122643,0.00418854,3
117.2444108336,3,60.0949402478,24.4489758905,0.11444569,0.00527573,7
117.3344718836,32,60.2672011401,24.7629365797,0.0011549,0.10888577,7
117.6565193295,33,60.3672105093,24.9659520374,0.11444569,0.09727955,7
117.7029487721,29,60.3676458782,25.0099886576,0.00102711,0.00059891,11
118,21,60.2540954,24.7920673,0.11444569,0.00396824,7
118,24,60.3213225,25.1435308,0.00102711,0.00038338,1
118,30,60.3613485,24.8300076,0.00038338,0.31049156,1
118,37,60.2324749,24.9722249,0.00400066,0.00118446,12
118,41,60.3424914,25.246303,0.11444569,0.00046062,10
118,47,60.231226,24.4532002,0.00122643,0.00418854,3
118,49,60.2864558,24.6896963,0.02894211,0.1327095,12
118,7,60.2499937,24.3673468,0.11444569,0.00395679,13
118,12,60.3274507,24.9473634,0.00404358,0.00376034,11
118,13,60.2335752,24.6205545,0.00117111,0.00423145,8
118.0281303908,6,60.3562129747,24.6379475633,0.0007925,0.03594208,14
118.1009419153,23,60.1453251537,24.5681245321,0.00199699,0.15868092,1
118.1574821491,43,60.2296499137,24.8477993658,0.00044727,0.34111404,1
118.2147206964,28,60.4315489025,24.9907373791,0.00056744,0.54309273,1
118.5093207013,38,60.2602057575,24.8777099767,0.0011549,0.48920441,10
119,37,60.2324749,24.9722249,0.00400066,0.00118446,12
119,41,60.3424914,25.246303,0.11213875,0.00046062,10
119,47,60.231226,24.4532002,0.00122643,0.00418854,3
119,21,60.2540954,24.7920673,0.11213875,0.00396824,7
119,24,60.3213225,25.1435308,0.00102711,0.00038338,1
119,30,60.3613485,24.8300076,0.00038338,0.31049156,1
119,7,60.2499937,24.3673468,0.11213875,0.00395679,13
119,12,60.3274507,24.9473634,0.00404358,0.00376034,11
119,13,60.2335752,24.6205545,0.00117111,0.00423145,8
119,49,60.2864558,24.6896963,0.02894211,0.1327095,12
119.0026293684,39,60.2454322866,24.3634107263,0.003582,0.0054121,11
120,37,60.2324749,24.9722249,0.00400066,0.00118446,12
120,41,60.3424914,25.246303,0.11965942,0.00046062,10
120,47,60.231226,24.4532002,0.00122643,0.00418854,3
120,49,60.2864558,24.6896963,0.02894211,0.1327095,12
120,49,60.2864558,24.6896963,0.02894211,0.1327095,10
120,21,60.2540954,24.7920673,0.11965942,0.00396824,7
120,24,60.3213225,25.1435308,0.00102711,0.00038338,1
120,30,60.3613485,24.8300076,0.00038338,0.31049156,1
120,7,60.2499937,24.3673468,0.11965942,0.00395679,13
120,12,60.3274507,24.9473634,0.00404358,0.00376034,12
120,13,60.2335752,24.6205545,0.00117111,0.00423145,8
120.0655341219,50,60.2696144233,24.4739519158,0.0041008,0.00628281,7
120.5372964335,16,60.3125899576,24.8936004905,0.03935814,0.53582478,1
120.8738598532,34,60.4418840972,24.6999556281,0.0011549,0.75681019,11
121,37,60.2324749,24.9722249,0.00400066,0.00118446,12
121,41,60.3424914,25.246303,0.11327457,0.00046062,10
121,47,60.231226,24.4532002,0.00122643,0.00418854,3
121,7,60.2499937,24.3673468,0.11327457,0.00395679,13
121,12,60.3274507,24.9473634,0.00404358,0.00376034,12
121,13,60.2335752,24.6205545,0.00117111,0.00423145,8
121,49,60.2864558,24.6896963,0.02894211,0.1327095,10
121,21,60.2540954,24.7920673,0.11327457,0.00396824,7
121,24,60.3213225,25.1435308,0.00102711,0.00038338,1
121,30,60.3613485,24.8300076,0.00038338,0.31049156,1
121.3440380681,46,60.237599505,25.1119044058,0.00098991,0.00046062,5
121.71979481,35,60.3061443527,25.2612235619,0.10674763,0.00133133,7
121.9524113804,22,60.2945204534,25.1482052597,0.01783085,0.05529022,1
122,21,60.2540954,24.7920673,0.10674763,0.00396824,7
122,24,60.3213225,25.1435308,0.00102711,0.00038338,1
122,30,60.3613485,24.8300076,0.00038338,0.31049156,1
122,37,60.2324749,24.9722249,0.00400066,0.00118446,12
122,41,60.3424914,25.246303,0.10674763,0.00046062,10
122,47,60.231226,24.4532002,0.00122643,0.00418854,3
122,7,60.2499937,24.3673468,0.10674763,0.00395679,13
122,12,60.3274507,24.9473634,0.00404358,0.00376034,12
122,13,60.2335752,24.6205545,0.00117111,0.00423145,8
122,49,60.2864558,24.6896963,0.02894211,0.1327095,10
122.3419939133,3,60.0955809403,24.4477131587,0.12298393,0.00527573,7
122.9378191931,42,60.3571623503,24.7377961696,0.12298393,0.00128555,9
123,37,60.2324749,24.9722249,0.00400066,0.00118446,12
123,41,60.3424914,25.246303,0.12298393,0.00046062,10
123,47,60.231226,24.4532002,0.00122643,0.00418854,3
123,7,60.2499937,24.3673468,0.12298393,0.00395679,13
123,12,60.3274507,24.9473634,0.00404358,0.00376034,12
123,13,60.2335752,24.6205545,0.00117111,0.00423145,8
123,21,60.2540954,24.7920673,0.12298393,0.00396824,7
123,24,60.3213225,25.1435308,0.00102711,0.00038338,1
123,30,60.3613485,24.8300076,0.00038338,0.31049156,1
123,49,60.2864558,24.6896963,0.02894211,0.1327095,10
123.0884811149,31,60.2063832326,24.689953511,0.00433445,0.00282097,1
123.3078510946,29,60.3668978106,25.008982975,0.00102711,0.00059891,11
123.3912505872,20,60.1699072048,24.6594393542,0.12706947,0.56781006,10
123.4997177242,45,60.2554651715,24.77637538,0.1153326,0.00617027,3
123.853053655,32,60.2672942277,24.7646065313,0.0011549,0.10888577,8
124,21,60.2540954,24.7920673,0.1153326,0.00396824,7
124,24,60.3213225,25.1435308,0.00102711,0.00038338,1
124,30,60.3613485,24.8300076,0.00038338,0.31049156,12
124,37,60.2324749,24.9722249,0.00400066,0.00118446,12
124,41,60.3424914,25.246303,0.1153326,0.00046062,10
124,47,60.231226,24.4532002,0.00122643,0.00418854,9
124,7,60.2499937,24.3673468,0.1153326,0.00395679,13
124,12,60.3274507,24.9473634,0.00404358,0.00376034,12
124,13,60.2335752,24.6205545,0.00117111,0.00423145,8
124,49,60.2864558,24.6896963,0.02894211,0.1327095,10
125,49,60.2864558,24.6896963,0.02894211,0.1327095,10
125,37,60.2324749,24.9722249,0.00400066,0.00118446,12
125,41,60.3424914,25.246303,0.1125927,0.00046062,10
125,47,60.231226,24.4532002,0.00122643,0.00418854,9
125,21,60.2540954,24.7920673,0.1125927,0.00396824,7
125,24,60.3213225,25.1435308,0.00102711,0.00038338,1
125,30,60.3613485,24.8300076,0.00038338,0.31049156,12
125,7,60.2499937,24.3673468,0.1125927,0.00395679,13
125,12,60.3274507,24.9473634,0.00404358,0.00376034,12
125,13,60.2335752,24.6205545,0.00117111,0.00423145,6
125.4048885402,6,60.3556465134,24.6393530191,0.0007925,0.03594208,9
125.5002872848,33,60.3676044013,24.9675847848,0.11069679,0.09727955,7
126,37,60.2324749,24.9722249,0.00400066,0.00118446,12
126,41,60.3424914,25.246303,0.11069679,0.00046062,1
126,47,60.231226,24.4532002,0.00122643,0.00418854,9
126,7,60.2499937,24.3673468,0.11069679,0.00395679,13
126,12,60.3274507,24.9473634,0.00404358,0.00376034,12
126,13,60.2335752,24.6205545,0.00117111,0.00423145,6
126,49,60.2864558,24.6896963,0.02894211,0.1327095,10
126,21,60.2540954,24.7920673,0.11069679,0.00396824,7
126,24,60.3213225,25.1435308,0.00102711,0.00038338,1
126,30,60.3613485,24.8300076,0.00038338,0.31049156,12
126.5367234806,23,60.145461982,24.5698996396,0.00199699,0.15868092,1
126.6553785265,25,60.2627071983,24.7321785022,0.04315948,0.48324871,1
127,21,60.2540954,24.7920673,0.11512375,0.00396824,7
127,24,60.3213225,25.1435308,0.00102711,0.00038338,1
127,30,60.3613485,24.8300076,0.00038338,0.31049156,12
127,7,60.2499937,24.3673468,0.11512375,0.00395679,13
127,12,60.3274507,24.9473634,0.00404358,0.00376034,12
127,13,60.2335752,24.6205545,0.00117111,0.00423145,6
127,37,60.2324749,24.9722249,0.00400066,0.00118446,12
127,41,60.3424914,25.246303,0.11512375,0.00046062,1
127,47,60.231226,24.4532002,0.00122643,0.00418854,9
127,49,60.2864558,24.6896963,0.02894211,0.1327095,10
127.2925589066,9,60.2385824748,24.7419437845,0.0040226,0.00423145,5
127.3289738211,2,60.3646051491,24.4292144733,0.00199699,0.17327404,3
127.439576993,3,60.096213365,24.4464340562,0.11804104,0.00527573,7
127.8103595069,5,60.2170466388,24.6105565552,0.06208038,0.42705154,7
128,7,60.2499937,24.3673468,0.11804104,0.00395679,13
128,12,60.3274507,24.9473634,0.00404358,0.00376034,12
128,13,60.2335752,24.6205545,0.00117111,0.00423145,6
128,49,60.2864558,24.6896963,0.02894211,0.1327095,10
128,49,60.2864558,24.6896963,0.02894211,0.1327095,10
128,21,60.2540954,24.7920673,0.11804104,0.00396824,7
128,24,60.3213225,25.1435308,0.00102711,0.00038338,1
128,30,60.3613485,24.8300076,0.00038338,0.31049156,12
128,37,60.2324749,24.9722249,0.00400066,0.00118446,12
128,41,60.3424914,25.246303,0.11804104,0.00046062,1
128,47,60.231226,24.4532002,0.00122643,0.00418854,9
128.0659474211,28,60.4307968831,24.9917331085,0.00056744,0.54309273,1
128.2059297313,17,60.3163442993,24.4645766409,0.00053883,0.41123772,11
128.4820056328,35,60.306461625,25.262916125,0.11597347,0.00133133,7
128.912753417,29,60.366140694,25.0080051978,0.00102711,0.00059891,11
129,21,60.2540954,24.7920673,0.11597347,0.00396824,7
129,24,60.3213225,25.1435308,0.00102711,0.00038338,1
129,30,60.3613485,24.8300076,0.00038338,0.31049156,12
129,37,60.2324749,24.9722249,0.00400066,0.00118446,12
129,41,60.3424914,25.246303,0.11597347,0.00046062,1
129,47,60.231226,24.4532002,0.00122643,0.00418854,13
129,49,60.2864558,24.6896963,0.02894211,0.1327095,10
129,7,60.2499937,24.3673468,0.11597347,0.00395679,13
129,12,60.3274507,24.9473634,0.00404358,0.00376034,12
129,13,60.2335752,24.6205545,0.00117111,0.00423145,6
129.4387488018,19,60.2445394304,24.9723343942,0.07221699,0.27805233,10
130,7,60.2499937,24.3673468,0.11454964,0.00395679,13
130,12,60.3274507,24.9473634,0.00404358,0.00376034,12
130,13,60.2335752,24.6205545,0.00117111,0.00423145,6
130,37,60.2324749,24.9722249,0.00400066,0.00118446,12
130,41,60.3424914,25.246303,0.11454964,0.00046062,1
130,47,60.231226,24.4532002,0.00122643,0.00418854,13
130,21,60.2540954,24.7920673,0.11454964,0.00396824,7
130,24,60.3213225,25.1435308,0.00102711,0.00038338,1
130,30,60.3613485,24.8300076,0.00038338,0.31049156,12
130,49,60.2864558,24.6896963,0.02894211,0.1327095,10
130.0998559307,48,60.2325397415,25.1578498833,0.11346245,0.00441742,12
130.3716354263,32,60.2680768342,24.7654368342,0.0011549,0.10888577,2
130.7815111846,31,60.2063419969,24.6915440092,0.00433445,0.00282097,1
131,21,60.2540954,24.7920673,0.11346245,0.00396824,7
131,24,60.3213225,25.1435308,0.00102711,0.00038338,1
131,30,60.3613485,24.8300076,0.00038338,0.31049156,12
131,49,60.2864558,24.6896963,0.02894211,0.1327095,10
131,7,60.2499937,24.3673468,0.11346245,0.00395679,13
131,12,60.3274507,24.9473634,0.00404358,0.00376034,12
131,13,60.2335752,24.6205545,0.00117111,0.00423145,6
131,37,60.2324749,24.9722249,0.00400066,0.00118446,12
131,41,60.3424914,25.246303,0.11346245,0.00046062,1
131,47,60.231226,24.4532002,0.00122643,0.00418854,13
131.0219932726,10,60.2553961643,25.0814082433,0.00402164,0.00494385,5
132,7,60.2499937,24.3673468,0.11151505,0.00395679,13
132,12,60.3274507,24.9473634,0.00404358,0.00376034,12
132,13,60.2335752,24.6205545,0.00117111,0.00423145,6
132,49,60.2864558,24.6896963,0.02894211,0.1327095,10
132,21,60.2540954,24.7920673,0.11151505,0.00396824,7
132,24,60.3213225,25.1435308,0.00102711,0.00038338,1
132,30,60.3613485,24.8300076,0.00038338,0.31049156,12
132,37,60.2324749,24.9722249,0.00400066,0.00118446,12
132,41,60.3424914,25.246303,0.11151505,0.00046062,1
